[0.000000] (-) TimerEvent: {}
[0.000157] (articubot_one) JobQueued: {'identifier': 'articubot_one', 'dependencies': OrderedDict()}
[0.071472] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/config/empty.yaml\n'}
[0.071519] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/config/view_bot.rviz\n'}
[0.071559] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/config/main.rviz\n'}
[0.071604] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/config/ball_tracker_params_sim.yaml\n'}
[0.071651] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/config/joystick.yaml\n'}
[0.071697] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/config/map.rviz\n'}
[0.071744] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/config/drive_bot.rviz\n'}
[0.071790] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/config/ball_tracker_params_robot.yaml\n'}
[0.071836] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/config/my_controllers.yaml\n'}
[0.071883] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/config/gaz_ros2_ctl_use_sim.yaml\n'}
[0.071929] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/config/nav2_params.yaml\n'}
[0.071971] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/config/gazebo_params.yaml\n'}
[0.072018] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/config/mapper_params_online_async.yaml\n'}
[0.072066] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/description\n'}
[0.072111] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/description/inertial_macros.xacro\n'}
[0.072155] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/description/robot.urdf.xacro\n'}
[0.072196] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/description/ros2_control.xacro\n'}
[0.072257] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/description/face.xacro\n'}
[0.072380] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/description/camera.xacro\n'}
[0.072473] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/description/depth_camera.xacro\n'}
[0.072519] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/description/robot_core.xacro\n'}
[0.072564] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/description/lidar.xacro\n'}
[0.072609] (articubot_one) StdoutLine: {'line': b'-- Installing: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/description/gazebo_control.xacro\n'}
[0.072649] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch\n'}
[0.072688] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/camera.launch.py\n'}
[0.072727] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/navigation_launch.py\n'}
[0.072766] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/online_async_launch.py\n'}
[0.072812] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/install\n'}
[0.072852] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/install/setup.ps1\n'}
[0.072891] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/install/_local_setup_util_ps1.py\n'}
[0.072951] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/install/local_setup.zsh\n'}
[0.072990] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/install/local_setup.ps1\n'}
[0.073027] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/install/_local_setup_util_sh.py\n'}
[0.073065] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/install/setup.zsh\n'}
[0.073102] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/install/local_setup.bash\n'}
[0.073139] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/install/setup.bash\n'}
[0.073176] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/install/.colcon_install_layout\n'}
[0.073213] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/install/setup.sh\n'}
[0.073257] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/install/COLCON_IGNORE\n'}
[0.073293] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/install/local_setup.sh\n'}
[0.073340] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/build\n'}
[0.073378] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/build/.built_by\n'}
[0.073415] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/build/COLCON_IGNORE\n'}
[0.073453] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/joystick.launch.py\n'}
[0.073492] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/ball_tracker.launch.py\n'}
[0.073554] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/launch_sim.launch.py\n'}
[0.073594] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/rplidar.launch.py\n'}
[0.073632] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/localization_launch.py\n'}
[0.073670] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/log\n'}
[0.073707] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/log/build_2025-02-04_22-44-05\n'}
[0.073746] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/log/build_2025-02-04_22-44-05/logger_all.log\n'}
[0.073784] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/log/build_2025-02-04_22-44-05/events.log\n'}
[0.073823] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/log/build_2025-02-04_22-43-59\n'}
[0.073861] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/log/build_2025-02-04_22-43-59/logger_all.log\n'}
[0.073898] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/log/build_2025-02-04_22-43-59/events.log\n'}
[0.073936] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/log/latest\n'}
[0.073972] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/log/latest_build\n'}
[0.074010] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/log/COLCON_IGNORE\n'}
[0.074048] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/rsp.launch.py\n'}
[0.074086] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/launch/launch_robot.launch.py\n'}
[0.074125] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/worlds\n'}
[0.074162] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/worlds/obstacles.world\n'}
[0.074200] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/worlds/empty.world\n'}
